docId,url
0,encs.concordia.ca/eng-society/about.html
1,encs.concordia.ca/eng-society/courses.html
2,encs.concordia.ca/eng-society/individualized-program.html
3,encs.concordia.ca/eng-society/research.html
4,encs.concordia.ca/eng-society\about/faculty.html
5,encs.concordia.ca/eng-society\courses/honours-research-project.html
6,encs.concordia.ca/eng-society\courses/technical-report.html
