docId,url
0,encs.concordia.ca/mystery-pages/about.html
1,encs.concordia.ca/mystery-pages/academics.html
2,encs.concordia.ca/mystery-pages/computer-science-software-engineering.html
3,encs.concordia.ca/mystery-pages/contact.html
4,encs.concordia.ca/mystery-pages/events.html
5,encs.concordia.ca/mystery-pages/facilities.html
6,encs.concordia.ca/mystery-pages/news.html
7,encs.concordia.ca/mystery-pages/research.html
8,encs.concordia.ca/mystery-pages/student-life.html
